10536	2009-12-31	635300
10536	2010-12-31	640300
10536	2011-12-31	612600
10536	2012-12-31	631500
10536	2013-12-31	649300
10537	1997-12-31	112400
10537	1998-12-31	115400
10537	1999-12-31	130800
10537	2000-12-31	139800
10537	2001-12-31	151300
10537	2002-12-31	192900
10537	2003-12-31	213600
10537	2004-12-31	272800
10537	2005-12-31	307900
10537	2006-12-31	279300
10537	2007-12-31	288500
10537	2008-12-31	249000
10537	2009-12-31	246000
10537	2010-12-31	229000
10537	2011-12-31	208300
10537	2012-12-31	207400
10537	2013-12-31	196600
10538	1997-12-31	377200
10538	1998-12-31	437800
10538	1999-12-31	487400
10538	2000-12-31	593700
10538	2001-12-31	614000
10538	2002-12-31	767800
10538	2003-12-31	851400
10538	2004-12-31	920800
10538	2005-12-31	1036100
10538	2006-12-31	990800
10538	2007-12-31	1020800
10538	2008-12-31	1001500
10538	2009-12-31	886600
10538	2010-12-31	893100
10538	2011-12-31	909200
10538	2012-12-31	903800
10538	2013-12-31	1001500
10541	1997-12-31	183000
10541	1998-12-31	195500
10541	1999-12-31	232900
10541	2000-12-31	265200
10541	2001-12-31	296300
10541	2002-12-31	358600
10541	2003-12-31	379300
10541	2004-12-31	457500
10541	2005-12-31	452600
10541	2006-12-31	446100
10541	2007-12-31	408800
10541	2008-12-31	368600
10541	2009-12-31	362100
10541	2010-12-31	355300
10541	2011-12-31	337800
10541	2012-12-31	318800
10541	2013-12-31	303800
10543	1997-12-31	271400
10543	1998-12-31	291100
10543	1999-12-31	310000
10543	2000-12-31	356900
10543	2001-12-31	380900
10543	2002-12-31	476900
10543	2003-12-31	533200
10543	2004-12-31	622100
10543	2005-12-31	617700
10543	2006-12-31	638700
10543	2007-12-31	646100
10543	2008-12-31	606700
10543	2009-12-31	587800
10543	2010-12-31	561100
10543	2011-12-31	575900
10543	2012-12-31	588000
10543	2013-12-31	590300
10546	1998-12-31	321300
10546	1999-12-31	346300
10546	2000-12-31	414900
10546	2001-12-31	422900
10546	2002-12-31	454500
10546	2003-12-31	542800
10546	2004-12-31	636200
10546	2005-12-31	645100
10546	2006-12-31	644900
10546	2007-12-31	630900
10546	2008-12-31	617900
10546	2009-12-31	539300
10546	2010-12-31	520900
10546	2011-12-31	510400
10546	2012-12-31	502800
10546	2013-12-31	529600
10547	1997-12-31	161600
10547	1998-12-31	166700
10547	1999-12-31	182100
10547	2000-12-31	228800
10547	2001-12-31	224900
10547	2002-12-31	267600
